--0l35AkU34,0903,0.245,0.000,0.810,0.969,1,0.0019
--0l35AkU34,0903,0.245,0.000,0.810,0.969,2,0.0080
--0l35AkU34,0903,0.245,0.000,0.810,0.969,3,0.0933
--0l35AkU34,0903,0.245,0.000,0.810,0.969,4,0.1333
--0l35AkU34,0903,0.245,0.000,0.810,0.969,5,0.0182
--0l35AkU34,0903,0.245,0.000,0.810,0.969,6,0.0194
--0l35AkU34,0903,0.245,0.000,0.810,0.969,7,0.0010
--0l35AkU34,0903,0.245,0.000,0.810,0.969,8,0.1625
--0l35AkU34,0903,0.245,0.000,0.810,0.969,9,0.0287
--0l35AkU34,0903,0.245,0.000,0.810,0.969,10,0.0266
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,1,0.0335
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,2,0.2213
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,3,0.0716
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,4,0.0356
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,5,0.0256
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,6,0.0773
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,7,0.0353
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,8,0.0256
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,9,0.0003
--_3Wbv-1YY,0903,0.171,0.049,0.850,1.000,10,0.0164
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,1,0.0004
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,2,0.0005
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,3,0.0002
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,4,0.0002
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,5,0.2188
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,6,0.3026
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,7,0.0048
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,8,0.2621
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,9,0.0022
-05APhKiIXc,0903,0.113,0.405,0.234,0.619,10,0.0000
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,1,0.0000
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,2,0.0000
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,3,0.0000
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,4,0.0000
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,5,0.0000
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,6,0.0002
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,7,0.3142
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,8,0.0215
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,9,0.1168
-09lBxmFoWE,0903,0.142,0.676,0.201,0.894,10,0.0447
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,1,0.0000
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,2,0.0000
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,3,0.0005
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,4,0.0002
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,5,0.0002
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,6,0.0001
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,7,0.3027
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,8,0.0124
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,9,0.0001
-09lBxmFoWE,0903,0.414,0.269,0.627,1.000,10,0.0005
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,1,0.0188
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,2,0.0146
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,3,0.0360
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,4,0.0013
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,5,0.0504
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,6,0.5948
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,7,0.0050
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,8,0.0151
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,9,0.0003
-0HOXzejQVw,0903,0.143,0.326,0.292,0.979,10,0.0414
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,1,0.0027
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,2,0.0025
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,3,0.0202
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,4,0.0012
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,5,0.0317
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,6,0.9129
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,7,0.0036
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,8,0.0057
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,9,0.0002
-0HOXzejQVw,0903,0.220,0.279,0.435,0.997,10,0.0112
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,1,0.0489
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,2,0.0206
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,3,0.1591
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,4,0.0001
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,5,0.3002
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,6,0.6566
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,7,0.0007
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,8,0.0001
-0HOXzejQVw,0903,0.666,0.233,0.802,0.997,9,0.0000
