-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,1,0.9999
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,2,0.0007
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,3,0.0043
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,4,0.0000
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,5,0.2091
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,6,0.0000
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,7,0.0020
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,8,0.0009
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,9,0.0000
-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,10,0.0008
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,1,1.0000
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,2,0.0004
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,3,0.0044
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,4,0.0000
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,5,0.2949
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,6,0.0000
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,7,0.0005
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,8,0.0009
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,9,0.0000
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,10,0.0009
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,1,0.9999
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,2,0.0006
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,3,0.0075
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,4,0.0000
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,5,0.3143
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,6,0.0000
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,7,0.0049
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,8,0.0006
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,9,0.0000
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,10,0.0007
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,1,0.9993
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,2,0.0005
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,3,0.4452
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,4,0.0045
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,5,0.0942
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,6,0.0000
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,7,0.0050
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,8,0.0025
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,9,0.0001
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.000,10,0.0011
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,1,0.9999
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,2,0.0017
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,3,0.0370
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,4,0.0041
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,5,0.1560
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,6,0.0001
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,7,0.0078
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,8,0.0062
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,9,0.0000
-5KQ66BBWC4,0903,0.000,0.162,0.177,0.804,10,0.0011
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,1,0.9998
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,2,0.0022
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,3,0.0173
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,4,0.0009
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,5,0.2342
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,6,0.0015
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,7,0.0216
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,8,0.0059
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,9,0.0000
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,10,0.0014
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,1,1.0000
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,2,0.0007
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,3,0.0208
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,4,0.0014
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,5,0.1944
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,6,0.0003
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,7,0.0087
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,8,0.0020
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,9,0.0000
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,10,0.0018
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,1,0.9990
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,2,0.0007
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,3,0.0102
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,4,0.0005
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,5,0.2665
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,6,0.0004
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,7,0.0100
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,8,0.0033
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,9,0.0000
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,10,0.0011
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,1,0.9982
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,2,0.0066
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,3,0.0110
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,4,0.0049
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,5,0.1814
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,6,0.0001
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,7,0.0084
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,8,0.0077
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,9,0.0000
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,10,0.0014
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,1,0.9986
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,2,0.0013
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,3,0.0204
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,4,0.0026
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,5,0.1945
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,6,0.0011
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,7,0.0028
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,8,0.0218
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,9,0.0000
-5KQ66BBWC4,0903,0.785,0.150,0.886,0.703,10,0.0019
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,1,0.9952
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,2,0.0017
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,3,0.1003
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,4,0.0033
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,5,0.1322
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,6,0.0005
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,7,0.0165
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,8,0.0154
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,9,0.0001
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,10,0.0017
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,1,0.9948
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,2,0.0008
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,3,0.1186
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,4,0.0071
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,5,0.1026
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,6,0.0009
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,7,0.0277
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,8,0.0022
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,9,0.0000
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,10,0.0017
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,1,0.9909
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,2,0.0677
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,3,0.0043
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,4,0.0126
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,5,0.2561
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,6,0.0047
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,7,0.0012
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,8,0.0091
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,9,0.0000
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,10,0.0019
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,1,0.9872
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,2,0.0062
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,3,0.0205
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,4,0.0000
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,5,0.2796
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,6,0.0039
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,7,0.0007
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,8,0.0021
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,9,0.0000
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.970,10,0.0019
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,1,0.9841
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,2,0.0069
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,3,0.1014
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,4,0.0003
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,5,0.1555
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,6,0.0018
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,7,0.0014
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,8,0.0023
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,9,0.0000
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,10,0.0045
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,1,0.1366
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,2,0.0136
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,3,0.0002
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,4,0.0000
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,5,0.5218
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,6,0.9985
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,7,0.0001
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,8,0.0041
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,9,0.0000
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,10,0.0008
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,1,0.0073
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,2,0.0009
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,3,0.0001
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,4,0.0000
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,5,0.8394
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,6,1.0000
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,7,0.0000
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,8,0.0009
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,9,0.0000
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,10,0.0002
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,1,0.1911
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,2,0.0072
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,3,0.0001
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,4,0.0000
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,5,0.8306
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,6,0.9997
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,7,0.0000
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,8,0.0014
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,9,0.0000
-5KQ66BBWC4,0907,0.420,0.115,0.616,0.883,10,0.0003
-5KQ66BBWC4,0908,0.046,0.072,0.340,1.000,1,0.8424
-5KQ66BBWC4,0908,0.046,0.072,0.340,1.000,2,0.0045
-5KQ66BBWC4,0908,0.046,0.072,0.340,1.000,3,0.0064
